segment_name,confidence_assessment,openface_dominant_emotion_approx,openface_emotion_scores,openface_au_means,openface_AU01_r,openface_AU02_r,openface_AU04_r,openface_AU05_r,openface_AU06_r,openface_AU07_r,openface_AU09_r,openface_AU10_r,openface_AU12_r,openface_AU14_r,openface_AU15_r,openface_AU17_r,openface_AU20_r,openface_AU23_r,openface_AU25_r,openface_AU26_r,openface_AU45_r,openface_happy,openface_surprised,openface_angry,openface_sad
8XQ1onjXJK0_seg015,1.0,sad,"{'AU01_r': 0.449, 'AU02_r': 0.107, 'AU04_r': 0.601, 'AU05_r': 0.044, 'AU06_r': 0.898, 'AU07_r': 0.944, 'AU09_r': 0.253, 'AU10_r': 1.626, 'AU12_r': 0.777, 'AU14_r': 0.967, 'AU15_r': 1.104, 'AU17_r': 1.012, 'AU20_r': 0.306, 'AU23_r': 0.171, 'AU25_r': 2.095, 'AU26_r': 0.272, 'AU45_r': 0.286}","{'happy': 0.777, 'surprised': 0.557, 'angry': 0.601, 'sad': 1.104}",0.449,0.107,0.601,0.044,0.898,0.944,0.253,1.626,0.777,0.967,1.104,1.012,0.306,0.171,2.095,0.272,0.286,0.777,0.557,0.601,1.104
8XQ1onjXJK0_seg016,2.0,angry,"{'AU01_r': 0.355, 'AU02_r': 0.121, 'AU04_r': 0.937, 'AU05_r': 0.127, 'AU06_r': 0.563, 'AU07_r': 1.037, 'AU09_r': 0.196, 'AU10_r': 0.833, 'AU12_r': 0.334, 'AU14_r': 0.342, 'AU15_r': 0.746, 'AU17_r': 1.036, 'AU20_r': 0.26, 'AU23_r': 0.376, 'AU25_r': 0.674, 'AU26_r': 0.862, 'AU45_r': 0.258}","{'happy': 0.334, 'surprised': 0.476, 'angry': 0.937, 'sad': 0.746}",0.355,0.121,0.937,0.127,0.563,1.037,0.196,0.833,0.334,0.342,0.746,1.036,0.26,0.376,0.674,0.862,0.258,0.334,0.476,0.937,0.746
8XQ1onjXJK0_seg017,2.0,angry,"{'AU01_r': 0.38, 'AU02_r': 0.123, 'AU04_r': 0.841, 'AU05_r': 0.09, 'AU06_r': 0.641, 'AU07_r': 1.265, 'AU09_r': 0.07, 'AU10_r': 0.763, 'AU12_r': 0.24, 'AU14_r': 0.425, 'AU15_r': 0.567, 'AU17_r': 0.581, 'AU20_r': 0.235, 'AU23_r': 0.288, 'AU25_r': 0.465, 'AU26_r': 0.523, 'AU45_r': 0.122}","{'happy': 0.24, 'surprised': 0.503, 'angry': 0.841, 'sad': 0.567}",0.38,0.123,0.841,0.09,0.641,1.265,0.07,0.763,0.24,0.425,0.567,0.581,0.235,0.288,0.465,0.523,0.122,0.24,0.503,0.841,0.567
8XQ1onjXJK0_seg018,3.0,angry,"{'AU01_r': 0.254, 'AU02_r': 0.095, 'AU04_r': 0.723, 'AU05_r': 0.046, 'AU06_r': 0.409, 'AU07_r': 1.22, 'AU09_r': 0.134, 'AU10_r': 0.903, 'AU12_r': 0.162, 'AU14_r': 0.418, 'AU15_r': 0.621, 'AU17_r': 0.718, 'AU20_r': 0.359, 'AU23_r': 0.247, 'AU25_r': 0.648, 'AU26_r': 0.736, 'AU45_r': 0.244}","{'happy': 0.162, 'surprised': 0.349, 'angry': 0.723, 'sad': 0.621}",0.254,0.095,0.723,0.046,0.409,1.22,0.134,0.903,0.162,0.418,0.621,0.718,0.359,0.247,0.648,0.736,0.244,0.162,0.349,0.723,0.621
8XQ1onjXJK0_seg019,3.0,angry,"{'AU01_r': 0.481, 'AU02_r': 0.106, 'AU04_r': 0.772, 'AU05_r': 0.142, 'AU06_r': 0.62, 'AU07_r': 1.158, 'AU09_r': 0.201, 'AU10_r': 0.867, 'AU12_r': 0.322, 'AU14_r': 0.534, 'AU15_r': 0.61, 'AU17_r': 0.848, 'AU20_r': 0.263, 'AU23_r': 0.366, 'AU25_r': 0.746, 'AU26_r': 0.751, 'AU45_r': 0.231}","{'happy': 0.322, 'surprised': 0.588, 'angry': 0.772, 'sad': 0.61}",0.481,0.106,0.772,0.142,0.62,1.158,0.201,0.867,0.322,0.534,0.61,0.848,0.263,0.366,0.746,0.751,0.231,0.322,0.588,0.772,0.61
8XQ1onjXJK0_seg020,2.0,sad,"{'AU01_r': 0.334, 'AU02_r': 0.076, 'AU04_r': 0.665, 'AU05_r': 0.054, 'AU06_r': 0.308, 'AU07_r': 0.596, 'AU09_r': 0.127, 'AU10_r': 0.441, 'AU12_r': 0.179, 'AU14_r': 0.286, 'AU15_r': 0.808, 'AU17_r': 0.633, 'AU20_r': 0.22, 'AU23_r': 0.226, 'AU25_r': 0.604, 'AU26_r': 0.617, 'AU45_r': 0.185}","{'happy': 0.179, 'surprised': 0.41, 'angry': 0.665, 'sad': 0.808}",0.334,0.076,0.665,0.054,0.308,0.596,0.127,0.441,0.179,0.286,0.808,0.633,0.22,0.226,0.604,0.617,0.185,0.179,0.41,0.665,0.808
8XQ1onjXJK0_seg021,2.0,angry,"{'AU01_r': 0.398, 'AU02_r': 0.083, 'AU04_r': 0.786, 'AU05_r': 0.098, 'AU06_r': 0.601, 'AU07_r': 1.035, 'AU09_r': 0.132, 'AU10_r': 0.887, 'AU12_r': 0.34, 'AU14_r': 0.553, 'AU15_r': 0.491, 'AU17_r': 0.635, 'AU20_r': 0.164, 'AU23_r': 0.38, 'AU25_r': 0.587, 'AU26_r': 0.761, 'AU45_r': 0.187}","{'happy': 0.34, 'surprised': 0.48, 'angry': 0.786, 'sad': 0.491}",0.398,0.083,0.786,0.098,0.601,1.035,0.132,0.887,0.34,0.553,0.491,0.635,0.164,0.38,0.587,0.761,0.187,0.34,0.48,0.786,0.491
8XQ1onjXJK0_seg022,3.0,angry,"{'AU01_r': 0.368, 'AU02_r': 0.098, 'AU04_r': 0.575, 'AU05_r': 0.084, 'AU06_r': 0.389, 'AU07_r': 1.008, 'AU09_r': 0.104, 'AU10_r': 0.541, 'AU12_r': 0.117, 'AU14_r': 0.384, 'AU15_r': 0.361, 'AU17_r': 0.622, 'AU20_r': 0.141, 'AU23_r': 0.454, 'AU25_r': 0.448, 'AU26_r': 0.585, 'AU45_r': 0.195}","{'happy': 0.117, 'surprised': 0.466, 'angry': 0.575, 'sad': 0.361}",0.368,0.098,0.575,0.084,0.389,1.008,0.104,0.541,0.117,0.384,0.361,0.622,0.141,0.454,0.448,0.585,0.195,0.117,0.466,0.575,0.361
8XQ1onjXJK0_seg023,2.0,angry,"{'AU01_r': 0.119, 'AU02_r': 0.036, 'AU04_r': 0.286, 'AU05_r': 0.053, 'AU06_r': 0.234, 'AU07_r': 0.264, 'AU09_r': 0.086, 'AU10_r': 0.384, 'AU12_r': 0.136, 'AU14_r': 0.237, 'AU15_r': 0.128, 'AU17_r': 0.278, 'AU20_r': 0.121, 'AU23_r': 0.092, 'AU25_r': 0.325, 'AU26_r': 0.319, 'AU45_r': 0.1}","{'happy': 0.136, 'surprised': 0.156, 'angry': 0.286, 'sad': 0.128}",0.119,0.036,0.286,0.053,0.234,0.264,0.086,0.384,0.136,0.237,0.128,0.278,0.121,0.092,0.325,0.319,0.1,0.136,0.156,0.286,0.128
8XQ1onjXJK0_seg024,3.0,angry,"{'AU01_r': 0.22, 'AU02_r': 0.07, 'AU04_r': 1.146, 'AU05_r': 0.077, 'AU06_r': 0.849, 'AU07_r': 1.392, 'AU09_r': 0.06, 'AU10_r': 1.08, 'AU12_r': 0.293, 'AU14_r': 0.468, 'AU15_r': 0.288, 'AU17_r': 0.468, 'AU20_r': 0.158, 'AU23_r': 0.244, 'AU25_r': 0.526, 'AU26_r': 0.635, 'AU45_r': 0.164}","{'happy': 0.293, 'surprised': 0.29, 'angry': 1.146, 'sad': 0.288}",0.22,0.07,1.146,0.077,0.849,1.392,0.06,1.08,0.293,0.468,0.288,0.468,0.158,0.244,0.526,0.635,0.164,0.293,0.29,1.146,0.288
8XQ1onjXJK0_seg025,3.0,sad,"{'AU01_r': 0.571, 'AU02_r': 0.162, 'AU04_r': 1.199, 'AU05_r': 0.155, 'AU06_r': 0.685, 'AU07_r': 1.399, 'AU09_r': 0.108, 'AU10_r': 0.973, 'AU12_r': 0.269, 'AU14_r': 0.476, 'AU15_r': 1.235, 'AU17_r': 0.739, 'AU20_r': 0.312, 'AU23_r': 0.498, 'AU25_r': 0.821, 'AU26_r': 0.919, 'AU45_r': 0.186}","{'happy': 0.269, 'surprised': 0.733, 'angry': 1.199, 'sad': 1.235}",0.571,0.162,1.199,0.155,0.685,1.399,0.108,0.973,0.269,0.476,1.235,0.739,0.312,0.498,0.821,0.919,0.186,0.269,0.733,1.199,1.235
8XQ1onjXJK0_seg026,4.0,surprised,"{'AU01_r': 1.598, 'AU02_r': 0.082, 'AU04_r': 0.842, 'AU05_r': 0.059, 'AU06_r': 0.367, 'AU07_r': 0.953, 'AU09_r': 0.186, 'AU10_r': 1.006, 'AU12_r': 0.183, 'AU14_r': 0.419, 'AU15_r': 0.961, 'AU17_r': 0.866, 'AU20_r': 0.268, 'AU23_r': 0.415, 'AU25_r': 1.332, 'AU26_r': 0.703, 'AU45_r': 0.185}","{'happy': 0.183, 'surprised': 1.681, 'angry': 0.842, 'sad': 0.961}",1.598,0.082,0.842,0.059,0.367,0.953,0.186,1.006,0.183,0.419,0.961,0.866,0.268,0.415,1.332,0.703,0.185,0.183,1.681,0.842,0.961
8XQ1onjXJK0_seg027,4.0,angry,"{'AU01_r': 0.055, 'AU02_r': 0.023, 'AU04_r': 0.732, 'AU05_r': 0.097, 'AU06_r': 0.188, 'AU07_r': 0.494, 'AU09_r': 0.305, 'AU10_r': 0.305, 'AU12_r': 0.114, 'AU14_r': 0.305, 'AU15_r': 0.386, 'AU17_r': 0.287, 'AU20_r': 0.161, 'AU23_r': 0.247, 'AU25_r': 0.416, 'AU26_r': 0.244, 'AU45_r': 0.059}","{'happy': 0.114, 'surprised': 0.078, 'angry': 0.732, 'sad': 0.386}",0.055,0.023,0.732,0.097,0.188,0.494,0.305,0.305,0.114,0.305,0.386,0.287,0.161,0.247,0.416,0.244,0.059,0.114,0.078,0.732,0.386
8XQ1onjXJK0_seg028,4.0,angry,"{'AU01_r': 0.731, 'AU02_r': 0.152, 'AU04_r': 0.991, 'AU05_r': 0.077, 'AU06_r': 0.565, 'AU07_r': 1.299, 'AU09_r': 0.194, 'AU10_r': 1.002, 'AU12_r': 0.357, 'AU14_r': 0.492, 'AU15_r': 0.965, 'AU17_r': 0.788, 'AU20_r': 0.162, 'AU23_r': 0.548, 'AU25_r': 0.598, 'AU26_r': 0.632, 'AU45_r': 0.28}","{'happy': 0.357, 'surprised': 0.883, 'angry': 0.991, 'sad': 0.965}",0.731,0.152,0.991,0.077,0.565,1.299,0.194,1.002,0.357,0.492,0.965,0.788,0.162,0.548,0.598,0.632,0.28,0.357,0.883,0.991,0.965
8XQ1onjXJK0_seg029,3.0,angry,"{'AU01_r': 0.34, 'AU02_r': 0.173, 'AU04_r': 0.76, 'AU05_r': 0.145, 'AU06_r': 0.874, 'AU07_r': 1.224, 'AU09_r': 0.156, 'AU10_r': 1.285, 'AU12_r': 0.666, 'AU14_r': 0.774, 'AU15_r': 0.382, 'AU17_r': 0.636, 'AU20_r': 0.154, 'AU23_r': 0.345, 'AU25_r': 0.737, 'AU26_r': 0.845, 'AU45_r': 0.211}","{'happy': 0.666, 'surprised': 0.513, 'angry': 0.76, 'sad': 0.382}",0.34,0.173,0.76,0.145,0.874,1.224,0.156,1.285,0.666,0.774,0.382,0.636,0.154,0.345,0.737,0.845,0.211,0.666,0.513,0.76,0.382
8XQ1onjXJK0_seg030,2.0,sad,"{'AU01_r': 0.414, 'AU02_r': 0.12, 'AU04_r': 0.589, 'AU05_r': 0.1, 'AU06_r': 0.435, 'AU07_r': 1.006, 'AU09_r': 0.132, 'AU10_r': 0.883, 'AU12_r': 0.298, 'AU14_r': 0.488, 'AU15_r': 0.663, 'AU17_r': 0.756, 'AU20_r': 0.25, 'AU23_r': 0.391, 'AU25_r': 0.761, 'AU26_r': 0.654, 'AU45_r': 0.232}","{'happy': 0.298, 'surprised': 0.533, 'angry': 0.589, 'sad': 0.663}",0.414,0.12,0.589,0.1,0.435,1.006,0.132,0.883,0.298,0.488,0.663,0.756,0.25,0.391,0.761,0.654,0.232,0.298,0.533,0.589,0.663
8XQ1onjXJK0_seg031,3.0,surprised,"{'AU01_r': 0.29, 'AU02_r': 0.055, 'AU04_r': 0.314, 'AU05_r': 0.061, 'AU06_r': 0.291, 'AU07_r': 0.538, 'AU09_r': 0.089, 'AU10_r': 0.505, 'AU12_r': 0.231, 'AU14_r': 0.374, 'AU15_r': 0.331, 'AU17_r': 0.592, 'AU20_r': 0.076, 'AU23_r': 0.184, 'AU25_r': 0.38, 'AU26_r': 0.446, 'AU45_r': 0.134}","{'happy': 0.231, 'surprised': 0.345, 'angry': 0.314, 'sad': 0.331}",0.29,0.055,0.314,0.061,0.291,0.538,0.089,0.505,0.231,0.374,0.331,0.592,0.076,0.184,0.38,0.446,0.134,0.231,0.345,0.314,0.331
8XQ1onjXJK0_seg032,3.0,angry,"{'AU01_r': 0.26, 'AU02_r': 0.104, 'AU04_r': 0.644, 'AU05_r': 0.114, 'AU06_r': 0.668, 'AU07_r': 1.077, 'AU09_r': 0.086, 'AU10_r': 1.107, 'AU12_r': 0.578, 'AU14_r': 0.662, 'AU15_r': 0.381, 'AU17_r': 0.743, 'AU20_r': 0.223, 'AU23_r': 0.284, 'AU25_r': 0.569, 'AU26_r': 0.602, 'AU45_r': 0.18}","{'happy': 0.578, 'surprised': 0.364, 'angry': 0.644, 'sad': 0.381}",0.26,0.104,0.644,0.114,0.668,1.077,0.086,1.107,0.578,0.662,0.381,0.743,0.223,0.284,0.569,0.602,0.18,0.578,0.364,0.644,0.381
BFZtNN6eNvQ_seg001,4.0,surprised,"{'AU01_r': 0.673, 'AU02_r': 0.286, 'AU04_r': 0.445, 'AU05_r': 0.17, 'AU06_r': 0.318, 'AU07_r': 0.86, 'AU09_r': 0.289, 'AU10_r': 0.393, 'AU12_r': 0.471, 'AU14_r': 0.235, 'AU15_r': 0.494, 'AU17_r': 0.862, 'AU20_r': 0.611, 'AU23_r': 0.207, 'AU25_r': 0.45, 'AU26_r': 0.744, 'AU45_r': 0.511}","{'happy': 0.471, 'surprised': 0.959, 'angry': 0.445, 'sad': 0.494}",0.673,0.286,0.445,0.17,0.318,0.86,0.289,0.393,0.471,0.235,0.494,0.862,0.611,0.207,0.45,0.744,0.511,0.471,0.959,0.445,0.494
BFZtNN6eNvQ_seg002,3.0,surprised,"{'AU01_r': 0.54, 'AU02_r': 0.241, 'AU04_r': 0.227, 'AU05_r': 0.05, 'AU06_r': 0.193, 'AU07_r': 1.147, 'AU09_r': 0.147, 'AU10_r': 0.123, 'AU12_r': 0.26, 'AU14_r': 0.079, 'AU15_r': 0.256, 'AU17_r': 0.68, 'AU20_r': 0.184, 'AU23_r': 0.169, 'AU25_r': 0.65, 'AU26_r': 0.883, 'AU45_r': 0.509}","{'happy': 0.26, 'surprised': 0.781, 'angry': 0.227, 'sad': 0.256}",0.54,0.241,0.227,0.05,0.193,1.147,0.147,0.123,0.26,0.079,0.256,0.68,0.184,0.169,0.65,0.883,0.509,0.26,0.781,0.227,0.256
BFZtNN6eNvQ_seg003,3.0,surprised,"{'AU01_r': 0.712, 'AU02_r': 0.189, 'AU04_r': 0.083, 'AU05_r': 0.091, 'AU06_r': 0.196, 'AU07_r': 1.193, 'AU09_r': 0.139, 'AU10_r': 0.006, 'AU12_r': 0.499, 'AU14_r': 0.216, 'AU15_r': 0.128, 'AU17_r': 0.607, 'AU20_r': 0.1, 'AU23_r': 0.228, 'AU25_r': 0.669, 'AU26_r': 0.722, 'AU45_r': 0.481}","{'happy': 0.499, 'surprised': 0.902, 'angry': 0.083, 'sad': 0.128}",0.712,0.189,0.083,0.091,0.196,1.193,0.139,0.006,0.499,0.216,0.128,0.607,0.1,0.228,0.669,0.722,0.481,0.499,0.902,0.083,0.128
BFZtNN6eNvQ_seg004,2.0,surprised,"{'AU01_r': 0.584, 'AU02_r': 0.125, 'AU04_r': 0.033, 'AU05_r': 0.067, 'AU06_r': 0.091, 'AU07_r': 0.994, 'AU09_r': 0.083, 'AU10_r': 0.0, 'AU12_r': 0.253, 'AU14_r': 0.038, 'AU15_r': 0.107, 'AU17_r': 0.507, 'AU20_r': 0.102, 'AU23_r': 0.152, 'AU25_r': 0.538, 'AU26_r': 0.735, 'AU45_r': 0.342}","{'happy': 0.253, 'surprised': 0.709, 'angry': 0.033, 'sad': 0.107}",0.584,0.125,0.033,0.067,0.091,0.994,0.083,0.0,0.253,0.038,0.107,0.507,0.102,0.152,0.538,0.735,0.342,0.253,0.709,0.033,0.107
BFZtNN6eNvQ_seg005,3.0,surprised,"{'AU01_r': 0.359, 'AU02_r': 0.079, 'AU04_r': 0.03, 'AU05_r': 0.077, 'AU06_r': 0.147, 'AU07_r': 0.659, 'AU09_r': 0.052, 'AU10_r': 0.01, 'AU12_r': 0.332, 'AU14_r': 0.06, 'AU15_r': 0.077, 'AU17_r': 0.375, 'AU20_r': 0.049, 'AU23_r': 0.06, 'AU25_r': 0.386, 'AU26_r': 0.357, 'AU45_r': 0.17}","{'happy': 0.332, 'surprised': 0.438, 'angry': 0.03, 'sad': 0.077}",0.359,0.079,0.03,0.077,0.147,0.659,0.052,0.01,0.332,0.06,0.077,0.375,0.049,0.06,0.386,0.357,0.17,0.332,0.438,0.03,0.077
BFZtNN6eNvQ_seg006,3.0,surprised,"{'AU01_r': 0.716, 'AU02_r': 0.176, 'AU04_r': 0.061, 'AU05_r': 0.075, 'AU06_r': 0.201, 'AU07_r': 1.234, 'AU09_r': 0.125, 'AU10_r': 0.008, 'AU12_r': 0.377, 'AU14_r': 0.048, 'AU15_r': 0.115, 'AU17_r': 0.554, 'AU20_r': 0.125, 'AU23_r': 0.179, 'AU25_r': 0.557, 'AU26_r': 0.803, 'AU45_r': 0.39}","{'happy': 0.377, 'surprised': 0.892, 'angry': 0.061, 'sad': 0.115}",0.716,0.176,0.061,0.075,0.201,1.234,0.125,0.008,0.377,0.048,0.115,0.554,0.125,0.179,0.557,0.803,0.39,0.377,0.892,0.061,0.115
BFZtNN6eNvQ_seg007,3.0,surprised,"{'AU01_r': 0.745, 'AU02_r': 0.203, 'AU04_r': 0.029, 'AU05_r': 0.075, 'AU06_r': 0.339, 'AU07_r': 1.406, 'AU09_r': 0.106, 'AU10_r': 0.006, 'AU12_r': 0.582, 'AU14_r': 0.127, 'AU15_r': 0.153, 'AU17_r': 0.751, 'AU20_r': 0.132, 'AU23_r': 0.161, 'AU25_r': 0.721, 'AU26_r': 0.844, 'AU45_r': 0.468}","{'happy': 0.582, 'surprised': 0.948, 'angry': 0.029, 'sad': 0.153}",0.745,0.203,0.029,0.075,0.339,1.406,0.106,0.006,0.582,0.127,0.153,0.751,0.132,0.161,0.721,0.844,0.468,0.582,0.948,0.029,0.153
BFZtNN6eNvQ_seg008,2.0,surprised,"{'AU01_r': 0.507, 'AU02_r': 0.217, 'AU04_r': 0.104, 'AU05_r': 0.068, 'AU06_r': 0.109, 'AU07_r': 0.874, 'AU09_r': 0.107, 'AU10_r': 0.023, 'AU12_r': 0.157, 'AU14_r': 0.02, 'AU15_r': 0.106, 'AU17_r': 0.525, 'AU20_r': 0.086, 'AU23_r': 0.135, 'AU25_r': 0.409, 'AU26_r': 0.607, 'AU45_r': 0.265}","{'happy': 0.157, 'surprised': 0.724, 'angry': 0.104, 'sad': 0.106}",0.507,0.217,0.104,0.068,0.109,0.874,0.107,0.023,0.157,0.02,0.106,0.525,0.086,0.135,0.409,0.607,0.265,0.157,0.724,0.104,0.106
BFZtNN6eNvQ_seg009,3.0,surprised,"{'AU01_r': 0.435, 'AU02_r': 0.177, 'AU04_r': 0.038, 'AU05_r': 0.152, 'AU06_r': 0.115, 'AU07_r': 0.84, 'AU09_r': 0.104, 'AU10_r': 0.0, 'AU12_r': 0.333, 'AU14_r': 0.01, 'AU15_r': 0.114, 'AU17_r': 0.523, 'AU20_r': 0.092, 'AU23_r': 0.127, 'AU25_r': 0.649, 'AU26_r': 0.622, 'AU45_r': 0.339}","{'happy': 0.333, 'surprised': 0.612, 'angry': 0.038, 'sad': 0.114}",0.435,0.177,0.038,0.152,0.115,0.84,0.104,0.0,0.333,0.01,0.114,0.523,0.092,0.127,0.649,0.622,0.339,0.333,0.612,0.038,0.114
BFZtNN6eNvQ_seg010,4.0,happy,"{'AU01_r': 0.408, 'AU02_r': 0.12, 'AU04_r': 0.032, 'AU05_r': 0.058, 'AU06_r': 0.271, 'AU07_r': 1.332, 'AU09_r': 0.062, 'AU10_r': 0.0, 'AU12_r': 0.612, 'AU14_r': 0.103, 'AU15_r': 0.133, 'AU17_r': 0.582, 'AU20_r': 0.082, 'AU23_r': 0.14, 'AU25_r': 0.615, 'AU26_r': 0.715, 'AU45_r': 0.38}","{'happy': 0.612, 'surprised': 0.528, 'angry': 0.032, 'sad': 0.133}",0.408,0.12,0.032,0.058,0.271,1.332,0.062,0.0,0.612,0.103,0.133,0.582,0.082,0.14,0.615,0.715,0.38,0.612,0.528,0.032,0.133
BFZtNN6eNvQ_seg011,2.0,surprised,"{'AU01_r': 0.564, 'AU02_r': 0.204, 'AU04_r': 0.041, 'AU05_r': 0.045, 'AU06_r': 0.135, 'AU07_r': 0.863, 'AU09_r': 0.106, 'AU10_r': 0.001, 'AU12_r': 0.224, 'AU14_r': 0.019, 'AU15_r': 0.134, 'AU17_r': 0.567, 'AU20_r': 0.097, 'AU23_r': 0.143, 'AU25_r': 0.622, 'AU26_r': 0.655, 'AU45_r': 0.504}","{'happy': 0.224, 'surprised': 0.768, 'angry': 0.041, 'sad': 0.134}",0.564,0.204,0.041,0.045,0.135,0.863,0.106,0.001,0.224,0.019,0.134,0.567,0.097,0.143,0.622,0.655,0.504,0.224,0.768,0.041,0.134
BFZtNN6eNvQ_seg012,3.0,surprised,"{'AU01_r': 0.603, 'AU02_r': 0.191, 'AU04_r': 0.041, 'AU05_r': 0.053, 'AU06_r': 0.236, 'AU07_r': 1.03, 'AU09_r': 0.154, 'AU10_r': 0.001, 'AU12_r': 0.408, 'AU14_r': 0.065, 'AU15_r': 0.161, 'AU17_r': 0.624, 'AU20_r': 0.092, 'AU23_r': 0.163, 'AU25_r': 0.599, 'AU26_r': 0.68, 'AU45_r': 0.357}","{'happy': 0.408, 'surprised': 0.794, 'angry': 0.041, 'sad': 0.161}",0.603,0.191,0.041,0.053,0.236,1.03,0.154,0.001,0.408,0.065,0.161,0.624,0.092,0.163,0.599,0.68,0.357,0.408,0.794,0.041,0.161
BFZtNN6eNvQ_seg013,2.0,surprised,"{'AU01_r': 0.621, 'AU02_r': 0.145, 'AU04_r': 0.041, 'AU05_r': 0.052, 'AU06_r': 0.12, 'AU07_r': 1.046, 'AU09_r': 0.108, 'AU10_r': 0.0, 'AU12_r': 0.263, 'AU14_r': 0.044, 'AU15_r': 0.115, 'AU17_r': 0.594, 'AU20_r': 0.093, 'AU23_r': 0.127, 'AU25_r': 0.561, 'AU26_r': 0.656, 'AU45_r': 0.45}","{'happy': 0.263, 'surprised': 0.766, 'angry': 0.041, 'sad': 0.115}",0.621,0.145,0.041,0.052,0.12,1.046,0.108,0.0,0.263,0.044,0.115,0.594,0.093,0.127,0.561,0.656,0.45,0.263,0.766,0.041,0.115
BFZtNN6eNvQ_seg014,3.0,surprised,"{'AU01_r': 0.451, 'AU02_r': 0.164, 'AU04_r': 0.077, 'AU05_r': 0.135, 'AU06_r': 0.105, 'AU07_r': 0.749, 'AU09_r': 0.115, 'AU10_r': 0.001, 'AU12_r': 0.316, 'AU14_r': 0.05, 'AU15_r': 0.142, 'AU17_r': 0.542, 'AU20_r': 0.1, 'AU23_r': 0.156, 'AU25_r': 0.648, 'AU26_r': 0.629, 'AU45_r': 0.558}","{'happy': 0.316, 'surprised': 0.615, 'angry': 0.077, 'sad': 0.142}",0.451,0.164,0.077,0.135,0.105,0.749,0.115,0.001,0.316,0.05,0.142,0.542,0.1,0.156,0.648,0.629,0.558,0.316,0.615,0.077,0.142
BFZtNN6eNvQ_seg015,3.0,surprised,"{'AU01_r': 0.619, 'AU02_r': 0.311, 'AU04_r': 0.068, 'AU05_r': 0.069, 'AU06_r': 0.156, 'AU07_r': 0.863, 'AU09_r': 0.088, 'AU10_r': 0.001, 'AU12_r': 0.386, 'AU14_r': 0.067, 'AU15_r': 0.12, 'AU17_r': 0.632, 'AU20_r': 0.095, 'AU23_r': 0.168, 'AU25_r': 0.689, 'AU26_r': 0.644, 'AU45_r': 0.491}","{'happy': 0.386, 'surprised': 0.93, 'angry': 0.068, 'sad': 0.12}",0.619,0.311,0.068,0.069,0.156,0.863,0.088,0.001,0.386,0.067,0.12,0.632,0.095,0.168,0.689,0.644,0.491,0.386,0.93,0.068,0.12
BFZtNN6eNvQ_seg016,3.0,surprised,"{'AU01_r': 0.43, 'AU02_r': 0.147, 'AU04_r': 0.04, 'AU05_r': 0.078, 'AU06_r': 0.065, 'AU07_r': 0.47, 'AU09_r': 0.086, 'AU10_r': 0.003, 'AU12_r': 0.268, 'AU14_r': 0.021, 'AU15_r': 0.134, 'AU17_r': 0.439, 'AU20_r': 0.09, 'AU23_r': 0.127, 'AU25_r': 0.464, 'AU26_r': 0.56, 'AU45_r': 0.298}","{'happy': 0.268, 'surprised': 0.578, 'angry': 0.04, 'sad': 0.134}",0.43,0.147,0.04,0.078,0.065,0.47,0.086,0.003,0.268,0.021,0.134,0.439,0.09,0.127,0.464,0.56,0.298,0.268,0.578,0.04,0.134
Cd0JH1AreDw_seg000,4.0,angry,"{'AU01_r': 0.298, 'AU02_r': 0.17, 'AU04_r': 0.572, 'AU05_r': 0.112, 'AU06_r': 0.304, 'AU07_r': 0.41, 'AU09_r': 0.079, 'AU10_r': 1.037, 'AU12_r': 0.447, 'AU14_r': 0.398, 'AU15_r': 0.438, 'AU17_r': 0.67, 'AU20_r': 0.224, 'AU23_r': 0.235, 'AU25_r': 0.647, 'AU26_r': 0.527, 'AU45_r': 0.252}","{'happy': 0.447, 'surprised': 0.468, 'angry': 0.572, 'sad': 0.438}",0.298,0.17,0.572,0.112,0.304,0.41,0.079,1.037,0.447,0.398,0.438,0.67,0.224,0.235,0.647,0.527,0.252,0.447,0.468,0.572,0.438
Cd0JH1AreDw_seg001,4.0,happy,"{'AU01_r': 0.345, 'AU02_r': 0.123, 'AU04_r': 0.498, 'AU05_r': 0.12, 'AU06_r': 0.64, 'AU07_r': 0.892, 'AU09_r': 0.078, 'AU10_r': 1.398, 'AU12_r': 0.606, 'AU14_r': 0.412, 'AU15_r': 0.264, 'AU17_r': 0.556, 'AU20_r': 0.147, 'AU23_r': 0.345, 'AU25_r': 0.592, 'AU26_r': 0.531, 'AU45_r': 0.305}","{'happy': 0.606, 'surprised': 0.469, 'angry': 0.498, 'sad': 0.264}",0.345,0.123,0.498,0.12,0.64,0.892,0.078,1.398,0.606,0.412,0.264,0.556,0.147,0.345,0.592,0.531,0.305,0.606,0.469,0.498,0.264
