segment_name,confidence_assessment,mediapipe_mouth_openness_mean,mediapipe_mouth_openness_variance,mediapipe_eyebrow_height_mean,mediapipe_eyebrow_height_variance,mediapipe_frames_analyzed,deepface_most_frequent_emotion,deepface_emotion_distribution_%,deepface_angry,deepface_disgust,deepface_fear,deepface_happy,deepface_neutral,deepface_sad,deepface_surprise
tt2xKhTHZQs_seg005,3.0,0.00494,4e-05,0.02655,6e-05,26.0,neutral,"{'fear': 23.1, 'neutral': 42.3, 'sad': 23.1, 'surprise': 3.8, 'happy': 3.8, 'angry': 3.8}",3.8,0.0,23.1,3.8,42.3,23.1,3.8
tt2xKhTHZQs_seg006,3.0,0.00812,6e-05,0.02814,5e-05,25.0,fear,"{'angry': 4.0, 'neutral': 24.0, 'fear': 40.0, 'sad': 28.0, 'happy': 4.0}",4.0,0.0,40.0,4.0,24.0,28.0,0.0
tt2xKhTHZQs_seg007,4.0,0.00881,7e-05,0.01984,2e-05,25.0,neutral,"{'sad': 28.0, 'neutral': 44.0, 'angry': 4.0, 'fear': 24.0}",4.0,0.0,24.0,0.0,44.0,28.0,0.0
UWKvpFZJwcE_seg000,3.0,0.00337,2e-05,0.01724,5e-05,28.0,angry,"{'angry': 57.1, 'disgust': 3.6, 'sad': 28.6, 'fear': 7.1, 'happy': 3.6}",57.1,3.6,7.1,3.6,0.0,28.6,0.0
UWKvpFZJwcE_seg001,3.0,0.00354,1e-05,0.01884,2e-05,26.0,angry,"{'happy': 11.5, 'angry': 38.5, 'sad': 30.8, 'neutral': 15.4, 'fear': 3.8}",38.5,0.0,3.8,11.5,15.4,30.8,0.0
UWKvpFZJwcE_seg002,2.0,0.00331,1e-05,0.0164,5e-05,27.0,angry,"{'sad': 14.8, 'neutral': 14.8, 'angry': 70.4}",70.4,0.0,0.0,0.0,14.8,14.8,0.0
UWKvpFZJwcE_seg003,3.0,0.00359,1e-05,0.02018,4e-05,27.0,angry,"{'angry': 59.3, 'sad': 18.5, 'neutral': 14.8, 'fear': 3.7, 'happy': 3.7}",59.3,0.0,3.7,3.7,14.8,18.5,0.0
UWKvpFZJwcE_seg004,3.0,0.00223,0.0,0.0136,3e-05,27.0,angry,"{'sad': 18.5, 'neutral': 3.7, 'happy': 3.7, 'angry': 70.4, 'disgust': 3.7}",70.4,3.7,0.0,3.7,3.7,18.5,0.0
UWKvpFZJwcE_seg005,3.0,0.00276,1e-05,0.01637,4e-05,27.0,angry,"{'angry': 55.6, 'sad': 29.6, 'neutral': 11.1, 'happy': 3.7}",55.6,0.0,0.0,3.7,11.1,29.6,0.0
UWKvpFZJwcE_seg006,3.0,0.00345,1e-05,0.01498,3e-05,27.0,angry,"{'angry': 63.0, 'sad': 33.3, 'fear': 3.7}",63.0,0.0,3.7,0.0,0.0,33.3,0.0
UWKvpFZJwcE_seg007,2.0,0.00435,2e-05,0.01832,5e-05,27.0,angry,"{'sad': 18.5, 'neutral': 7.4, 'disgust': 3.7, 'fear': 7.4, 'angry': 55.6, 'happy': 7.4}",55.6,3.7,7.4,7.4,7.4,18.5,0.0
UWKvpFZJwcE_seg008,3.0,0.00332,1e-05,0.01485,4e-05,26.0,angry,"{'sad': 30.8, 'angry': 53.8, 'neutral': 15.4}",53.8,0.0,0.0,0.0,15.4,30.8,0.0
UWKvpFZJwcE_seg009,2.0,0.00368,1e-05,0.01943,5e-05,26.0,angry,"{'neutral': 23.1, 'angry': 46.2, 'sad': 19.2, 'fear': 3.8, 'disgust': 3.8, 'happy': 3.8}",46.2,3.8,3.8,3.8,23.1,19.2,0.0
UWKvpFZJwcE_seg010,4.0,0.00476,2e-05,0.01934,4e-05,30.0,angry,"{'angry': 60.0, 'fear': 6.7, 'sad': 26.7, 'neutral': 6.7}",60.0,0.0,6.7,0.0,6.7,26.7,0.0
UWKvpFZJwcE_seg011,3.0,0.00354,1e-05,0.01652,6e-05,27.0,angry,"{'angry': 70.4, 'sad': 18.5, 'neutral': 7.4, 'disgust': 3.7}",70.4,3.7,0.0,0.0,7.4,18.5,0.0
UWKvpFZJwcE_seg012,2.0,0.00419,1e-05,0.01996,5e-05,26.0,angry,"{'angry': 84.6, 'sad': 15.4}",84.6,0.0,0.0,0.0,0.0,15.4,0.0
UWKvpFZJwcE_seg013,3.0,0.00417,2e-05,0.01673,4e-05,27.0,angry,"{'angry': 55.6, 'sad': 25.9, 'neutral': 7.4, 'fear': 7.4, 'happy': 3.7}",55.6,0.0,7.4,3.7,7.4,25.9,0.0
UWKvpFZJwcE_seg014,2.0,0.00373,1e-05,0.01746,3e-05,27.0,angry,"{'angry': 66.7, 'neutral': 11.1, 'sad': 18.5, 'fear': 3.7}",66.7,0.0,3.7,0.0,11.1,18.5,0.0
vNpmq6Ok-QQ_seg000,2.0,0.00963,0.00011,0.04167,0.00015,26.0,sad,"{'neutral': 26.9, 'sad': 46.2, 'angry': 7.7, 'fear': 15.4, 'surprise': 3.8}",7.7,0.0,15.4,0.0,26.9,46.2,3.8
vNpmq6Ok-QQ_seg001,3.0,0.01257,0.00013,0.04542,0.00042,30.0,sad,"{'sad': 60.0, 'neutral': 26.7, 'fear': 3.3, 'happy': 6.7, 'angry': 3.3}",3.3,0.0,3.3,6.7,26.7,60.0,0.0
vNpmq6Ok-QQ_seg002,3.0,0.0207,0.00038,0.06401,8e-05,30.0,sad,"{'sad': 43.3, 'fear': 10.0, 'neutral': 16.7, 'angry': 30.0}",30.0,0.0,10.0,0.0,16.7,43.3,0.0
vNpmq6Ok-QQ_seg003,2.0,0.02453,0.00021,0.06924,5e-05,26.0,sad,"{'sad': 57.7, 'neutral': 30.8, 'fear': 11.5}",0.0,0.0,11.5,0.0,30.8,57.7,0.0
vNpmq6Ok-QQ_seg004,3.0,0.02422,0.00021,0.06151,7e-05,27.0,sad,"{'sad': 74.1, 'neutral': 11.1, 'fear': 14.8}",0.0,0.0,14.8,0.0,11.1,74.1,0.0
vNpmq6Ok-QQ_seg005,4.0,0.00826,3e-05,0.01976,1e-05,25.0,angry,"{'happy': 24.0, 'fear': 4.0, 'angry': 40.0, 'sad': 16.0, 'surprise': 4.0, 'neutral': 12.0}",40.0,0.0,4.0,24.0,12.0,16.0,4.0
vNpmq6Ok-QQ_seg006,3.0,0.01692,0.00023,0.03969,0.00028,27.0,sad,"{'happy': 11.1, 'neutral': 14.8, 'sad': 44.4, 'fear': 25.9, 'angry': 3.7}",3.7,0.0,25.9,11.1,14.8,44.4,0.0
vNpmq6Ok-QQ_seg007,4.0,0.00844,4e-05,0.02266,7e-05,27.0,neutral,"{'neutral': 33.3, 'sad': 33.3, 'happy': 14.8, 'fear': 14.8, 'angry': 3.7}",3.7,0.0,14.8,14.8,33.3,33.3,0.0
vNpmq6Ok-QQ_seg008,3.0,0.01941,0.00037,0.04874,0.00058,27.0,sad,"{'sad': 55.6, 'happy': 7.4, 'neutral': 22.2, 'fear': 11.1, 'angry': 3.7}",3.7,0.0,11.1,7.4,22.2,55.6,0.0
vNpmq6Ok-QQ_seg009,3.0,0.01309,0.00012,0.038,0.00011,27.0,sad,"{'sad': 48.1, 'neutral': 25.9, 'angry': 7.4, 'happy': 11.1, 'fear': 7.4}",7.4,0.0,7.4,11.1,25.9,48.1,0.0
vNpmq6Ok-QQ_seg010,4.0,0.00847,7e-05,0.03431,0.00044,26.0,sad,"{'sad': 61.5, 'neutral': 19.2, 'fear': 15.4, 'happy': 3.8}",0.0,0.0,15.4,3.8,19.2,61.5,0.0
vNpmq6Ok-QQ_seg011,4.0,0.02368,0.0003,0.06499,0.00057,26.0,fear,"{'fear': 30.8, 'angry': 3.8, 'neutral': 30.8, 'sad': 30.8, 'happy': 3.8}",3.8,0.0,30.8,3.8,30.8,30.8,0.0
vNpmq6Ok-QQ_seg013,3.0,0.0283,0.00041,0.08659,0.00014,26.0,sad,"{'neutral': 30.8, 'sad': 61.5, 'fear': 7.7}",0.0,0.0,7.7,0.0,30.8,61.5,0.0
vNpmq6Ok-QQ_seg014,3.0,0.03502,0.00032,0.08415,0.00011,27.0,sad,"{'sad': 44.4, 'happy': 3.7, 'neutral': 18.5, 'fear': 7.4, 'angry': 25.9}",25.9,0.0,7.4,3.7,18.5,44.4,0.0
vNpmq6Ok-QQ_seg016,3.0,0.00743,1e-05,0.01794,1e-05,27.0,sad,"{'fear': 14.8, 'sad': 51.9, 'happy': 3.7, 'neutral': 14.8, 'angry': 14.8}",14.8,0.0,14.8,3.7,14.8,51.9,0.0
vNpmq6Ok-QQ_seg017,4.0,0.03106,0.00041,0.07648,0.00045,36.0,sad,"{'sad': 52.8, 'neutral': 25.0, 'angry': 5.6, 'fear': 11.1, 'happy': 5.6}",5.6,0.0,11.1,5.6,25.0,52.8,0.0
vNpmq6Ok-QQ_seg018,4.0,0.01377,0.00018,0.03911,0.00049,27.0,sad,"{'sad': 40.7, 'neutral': 37.0, 'happy': 3.7, 'fear': 18.5}",0.0,0.0,18.5,3.7,37.0,40.7,0.0
vNpmq6Ok-QQ_seg019,4.0,0.01888,0.00015,0.10153,0.00016,26.0,neutral,"{'neutral': 61.5, 'angry': 15.4, 'sad': 11.5, 'fear': 11.5}",15.4,0.0,11.5,0.0,61.5,11.5,0.0
vNpmq6Ok-QQ_seg020,3.0,0.00805,3e-05,0.02286,1e-05,26.0,sad,"{'fear': 15.4, 'neutral': 19.2, 'sad': 50.0, 'happy': 7.7, 'angry': 7.7}",7.7,0.0,15.4,7.7,19.2,50.0,0.0
vNpmq6Ok-QQ_seg021,3.0,0.0263,0.00055,0.0669,0.00089,27.0,neutral,"{'sad': 22.2, 'neutral': 44.4, 'angry': 3.7, 'fear': 11.1, 'happy': 14.8, 'surprise': 3.7}",3.7,0.0,11.1,14.8,44.4,22.2,3.7
vNpmq6Ok-QQ_seg022,3.0,0.01678,0.00023,0.05194,0.00065,27.0,sad,"{'neutral': 25.9, 'surprise': 3.7, 'angry': 3.7, 'fear': 18.5, 'sad': 33.3, 'happy': 14.8}",3.7,0.0,18.5,14.8,25.9,33.3,3.7
WyprXhvGVYk_seg001,3.0,0.01619,0.00014,0.02005,1e-05,25.0,neutral,"{'happy': 12.0, 'sad': 16.0, 'neutral': 32.0, 'angry': 12.0, 'fear': 28.0}",12.0,0.0,28.0,12.0,32.0,16.0,0.0
WyprXhvGVYk_seg002,2.0,0.01343,6e-05,0.01445,0.0,25.0,angry,"{'neutral': 20.0, 'angry': 36.0, 'fear': 16.0, 'happy': 4.0, 'sad': 24.0}",36.0,0.0,16.0,4.0,20.0,24.0,0.0
WyprXhvGVYk_seg003,3.0,0.01148,6e-05,0.03071,1e-05,27.0,neutral,"{'neutral': 33.3, 'fear': 14.8, 'angry': 25.9, 'sad': 25.9}",25.9,0.0,14.8,0.0,33.3,25.9,0.0
WyprXhvGVYk_seg004,3.0,0.01507,0.00012,0.02449,3e-05,26.0,neutral,"{'neutral': 34.6, 'angry': 15.4, 'sad': 23.1, 'fear': 19.2, 'disgust': 3.8, 'happy': 3.8}",15.4,3.8,19.2,3.8,34.6,23.1,0.0
WyprXhvGVYk_seg006,3.0,0.01024,4e-05,0.0168,1e-05,25.0,angry,"{'neutral': 24.0, 'angry': 36.0, 'fear': 20.0, 'happy': 8.0, 'sad': 8.0, 'surprise': 4.0}",36.0,0.0,20.0,8.0,24.0,8.0,4.0
WyprXhvGVYk_seg007,2.0,0.01301,0.0001,0.02155,1e-05,25.0,sad,"{'neutral': 40.0, 'sad': 56.0, 'fear': 4.0}",0.0,0.0,4.0,0.0,40.0,56.0,0.0
WyprXhvGVYk_seg008,1.0,0.01008,9e-05,0.02891,7e-05,26.0,sad,"{'sad': 26.9, 'fear': 11.5, 'neutral': 19.2, 'angry': 11.5, 'happy': 23.1, 'surprise': 7.7}",11.5,0.0,11.5,23.1,19.2,26.9,7.7
WyprXhvGVYk_seg010,2.0,0.01298,9e-05,0.02621,7e-05,27.0,angry,"{'angry': 44.4, 'sad': 18.5, 'neutral': 29.6, 'happy': 7.4}",44.4,0.0,0.0,7.4,29.6,18.5,0.0
WyprXhvGVYk_seg013,3.0,0.01486,0.00014,0.02487,2e-05,25.0,angry,"{'angry': 32.0, 'neutral': 32.0, 'fear': 12.0, 'sad': 20.0, 'happy': 4.0}",32.0,0.0,12.0,4.0,32.0,20.0,0.0
WyprXhvGVYk_seg014,1.0,0.01215,8e-05,0.02237,7e-05,25.0,neutral,"{'sad': 20.0, 'neutral': 40.0, 'fear': 16.0, 'angry': 20.0, 'surprise': 4.0}",20.0,0.0,16.0,0.0,40.0,20.0,4.0
WyprXhvGVYk_seg015,2.0,0.01264,6e-05,0.01832,2e-05,26.0,sad,"{'fear': 26.9, 'neutral': 30.8, 'angry': 7.7, 'sad': 34.6}",7.7,0.0,26.9,0.0,30.8,34.6,0.0
WyprXhvGVYk_seg016,2.0,0.01487,0.0001,0.03089,7e-05,25.0,sad,"{'sad': 52.0, 'angry': 16.0, 'fear': 24.0, 'neutral': 8.0}",16.0,0.0,24.0,0.0,8.0,52.0,0.0
WyprXhvGVYk_seg018,2.0,0.01423,0.00012,0.02704,4e-05,26.0,sad,"{'sad': 30.8, 'neutral': 30.8, 'angry': 23.1, 'fear': 15.4}",23.1,0.0,15.4,0.0,30.8,30.8,0.0
WyprXhvGVYk_seg019,3.0,0.01225,0.0001,0.02806,0.00021,26.0,neutral,"{'sad': 34.6, 'neutral': 50.0, 'angry': 3.8, 'happy': 3.8, 'fear': 7.7}",3.8,0.0,7.7,3.8,50.0,34.6,0.0
XZBZ5aBEUrs_seg000,4.0,0.01299,0.00011,0.02892,5e-05,26.0,angry,"{'angry': 53.8, 'fear': 7.7, 'surprise': 7.7, 'neutral': 11.5, 'happy': 15.4, 'disgust': 3.8}",53.8,3.8,7.7,15.4,11.5,0.0,7.7
XZBZ5aBEUrs_seg001,4.0,0.01107,8e-05,0.03034,3e-05,26.0,angry,"{'angry': 34.6, 'neutral': 15.4, 'sad': 19.2, 'happy': 11.5, 'surprise': 3.8, 'fear': 15.4}",34.6,0.0,15.4,11.5,15.4,19.2,3.8
XZBZ5aBEUrs_seg002,3.0,0.01286,8e-05,0.02794,5e-05,27.0,fear,"{'disgust': 11.1, 'angry': 33.3, 'neutral': 7.4, 'happy': 3.7, 'fear': 40.7, 'surprise': 3.7}",33.3,11.1,40.7,3.7,7.4,0.0,3.7
XZBZ5aBEUrs_seg003,4.0,0.00781,3e-05,0.02695,2e-05,26.0,fear,"{'disgust': 15.4, 'surprise': 19.2, 'angry': 19.2, 'neutral': 19.2, 'fear': 23.1, 'happy': 3.8}",19.2,15.4,23.1,3.8,19.2,0.0,19.2
XZBZ5aBEUrs_seg004,3.0,0.01252,9e-05,0.03397,2e-05,27.0,angry,"{'angry': 55.6, 'neutral': 11.1, 'fear': 11.1, 'sad': 14.8, 'happy': 7.4}",55.6,0.0,11.1,7.4,11.1,14.8,0.0
XZBZ5aBEUrs_seg005,4.0,0.01042,7e-05,0.02514,4e-05,33.0,angry,"{'angry': 27.3, 'disgust': 3.0, 'sad': 9.1, 'surprise': 9.1, 'fear': 21.2, 'neutral': 6.1, 'happy': 24.2}",27.3,3.0,21.2,24.2,6.1,9.1,9.1
XZBZ5aBEUrs_seg006,3.0,0.00888,5e-05,0.02596,2e-05,26.0,angry,"{'sad': 7.7, 'happy': 3.8, 'angry': 46.2, 'neutral': 11.5, 'fear': 19.2, 'disgust': 11.5}",46.2,11.5,19.2,3.8,11.5,7.7,0.0
XZBZ5aBEUrs_seg007,3.0,0.0083,4e-05,0.02849,3e-05,26.0,happy,"{'neutral': 15.4, 'happy': 38.5, 'sad': 7.7, 'surprise': 3.8, 'angry': 30.8, 'disgust': 3.8}",30.8,3.8,0.0,38.5,15.4,7.7,3.8
XZBZ5aBEUrs_seg008,4.0,0.00905,4e-05,0.02511,4e-05,25.0,angry,"{'disgust': 12.0, 'angry': 32.0, 'surprise': 4.0, 'sad': 12.0, 'fear': 28.0, 'neutral': 12.0}",32.0,12.0,28.0,0.0,12.0,12.0,4.0
XZBZ5aBEUrs_seg009,3.0,0.00951,5e-05,0.0233,4e-05,27.0,fear,"{'neutral': 7.4, 'fear': 33.3, 'angry': 25.9, 'disgust': 18.5, 'surprise': 11.1, 'sad': 3.7}",25.9,18.5,33.3,0.0,7.4,3.7,11.1
XZBZ5aBEUrs_seg010,4.0,0.01176,9e-05,0.02738,3e-05,31.0,happy,"{'happy': 29.0, 'fear': 16.1, 'sad': 22.6, 'angry': 19.4, 'neutral': 6.5, 'surprise': 3.2, 'disgust': 3.2}",19.4,3.2,16.1,29.0,6.5,22.6,3.2
XZBZ5aBEUrs_seg011,4.0,0.01207,0.00013,0.02806,7e-05,25.0,angry,"{'angry': 32.0, 'fear': 16.0, 'happy': 16.0, 'sad': 16.0, 'neutral': 20.0}",32.0,0.0,16.0,16.0,20.0,16.0,0.0
XZBZ5aBEUrs_seg012,4.0,0.01092,8e-05,0.02811,4e-05,26.0,angry,"{'fear': 19.2, 'surprise': 7.7, 'angry': 26.9, 'disgust': 11.5, 'sad': 19.2, 'happy': 11.5, 'neutral': 3.8}",26.9,11.5,19.2,11.5,3.8,19.2,7.7
XZBZ5aBEUrs_seg013,3.0,0.01037,6e-05,0.02329,2e-05,25.0,fear,"{'fear': 28.0, 'surprise': 28.0, 'sad': 12.0, 'angry': 20.0, 'disgust': 8.0, 'neutral': 4.0}",20.0,8.0,28.0,0.0,4.0,12.0,28.0
XZBZ5aBEUrs_seg014,4.0,0.01082,5e-05,0.02941,5e-05,26.0,angry,"{'sad': 19.2, 'angry': 65.4, 'fear': 3.8, 'disgust': 7.7, 'surprise': 3.8}",65.4,7.7,3.8,0.0,0.0,19.2,3.8
XZBZ5aBEUrs_seg015,3.0,0.00894,5e-05,0.02723,4e-05,27.0,neutral,"{'angry': 22.2, 'sad': 14.8, 'disgust': 11.1, 'happy': 7.4, 'neutral': 33.3, 'fear': 11.1}",22.2,11.1,11.1,7.4,33.3,14.8,0.0
XZBZ5aBEUrs_seg016,4.0,0.00771,2e-05,0.02722,4e-05,26.0,fear,"{'sad': 11.5, 'fear': 30.8, 'happy': 3.8, 'angry': 30.8, 'disgust': 11.5, 'surprise': 7.7, 'neutral': 3.8}",30.8,11.5,30.8,3.8,3.8,11.5,7.7
XZBZ5aBEUrs_seg017,3.0,0.01015,6e-05,0.03167,3e-05,26.0,angry,"{'angry': 61.5, 'neutral': 19.2, 'sad': 7.7, 'surprise': 3.8, 'fear': 7.7}",61.5,0.0,7.7,0.0,19.2,7.7,3.8
XZBZ5aBEUrs_seg018,4.0,0.01056,6e-05,0.02597,6e-05,26.0,angry,"{'angry': 61.5, 'sad': 7.7, 'neutral': 11.5, 'fear': 7.7, 'surprise': 7.7, 'disgust': 3.8}",61.5,3.8,7.7,0.0,11.5,7.7,7.7
XZBZ5aBEUrs_seg019,4.0,0.01423,0.00013,0.02716,5e-05,28.0,angry,"{'angry': 39.3, 'happy': 17.9, 'disgust': 7.1, 'fear': 10.7, 'surprise': 3.6, 'neutral': 3.6, 'sad': 17.9}",39.3,7.1,10.7,17.9,3.6,17.9,3.6
XZBZ5aBEUrs_seg020,3.0,0.01165,7e-05,0.02726,5e-05,26.0,angry,"{'neutral': 23.1, 'disgust': 19.2, 'fear': 15.4, 'angry': 34.6, 'happy': 3.8, 'sad': 3.8}",34.6,19.2,15.4,3.8,23.1,3.8,0.0
XZBZ5aBEUrs_seg021,3.0,0.00973,5e-05,0.0269,4e-05,26.0,angry,"{'angry': 38.5, 'neutral': 30.8, 'fear': 7.7, 'sad': 19.2, 'disgust': 3.8}",38.5,3.8,7.7,0.0,30.8,19.2,0.0
XZBZ5aBEUrs_seg022,3.0,0.01109,5e-05,0.02399,5e-05,27.0,angry,"{'fear': 22.2, 'sad': 14.8, 'disgust': 22.2, 'angry': 25.9, 'neutral': 7.4, 'happy': 7.4}",25.9,22.2,22.2,7.4,7.4,14.8,0.0
